Arrest,Beat,Block,Case Number,Community Area,Date,Description,District,Domestic,FBI Code,ID,Iucr,Latitude,Location Description,Location,Longitude,Number of Records,Primary Type,Updated On,Ward,X Coordinate,Y Coordinate,Year
False,2011,058XX N SACRAMENTO AVE,HZ483628,2,2016-10-21 16:41:00,TELEPHONE THREAT,20,True,26,10725032,2820,41.987386828,RESIDENCE,"(41.987386828, -87.704150683)",-87.704150683,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,40,1155304,1938622,2016
False,112,0000X N STATE ST,HZ483704,32,2016-10-21 12:52:00,CREDIT CARD FRAUD,1,False,11,10725036,1150,41.882470918,OTHER,"(41.882470918, -87.627847625)",-87.627847625,1,DECEPTIVE PRACTICE,10-Feb-18 3:50:01 PM,42,1176363,1900552,2016
False,1423,015XX N TALMAN AVE,HZ483636,24,2016-10-21 15:00:00,AUTOMOBILE,14,False,07,10725039,910,41.90938841,APARTMENT,"(41.90938841, -87.693300745)",-87.693300745,1,MOTOR VEHICLE THEFT,10-Feb-18 3:50:01 PM,26,1158466,1910221,2016
False,831,028XX W 71ST ST,HZ483689,66,2016-10-21 16:50:00,AGGRAVATED:KNIFE/CUTTING INSTR,8,False,04B,10725040,420,41.764535195,SIDEWALK,"(41.764535195, -87.693334867)",-87.693334867,1,BATTERY,10-Feb-18 3:50:01 PM,18,1158850,1857437,2016
True,1114,040XX W MAYPOLE AVE,HZ483674,26,2016-10-21 17:34:00,POSS: HEROIN(WHITE),11,False,18,10725042,2024,41.884672224,SIDEWALK,"(41.884672224, -87.726371004)",-87.726371004,1,NARCOTICS,10-Feb-18 3:50:01 PM,28,1149528,1901149,2016
False,815,046XX S KILPATRICK AVE,HZ483626,56,2016-10-21 03:00:00,$500 AND UNDER,8,False,06,10725045,820,41.80848411,STREET,"(41.80848411, -87.740735691)",-87.740735691,1,THEFT,10-Feb-18 3:50:01 PM,23,1145808,1873359,2016
False,922,043XX S FAIRFIELD AVE,HZ483715,58,2016-09-16 12:00:00,FINANCIAL IDENTITY THEFT OVER $ 300,9,False,11,10725046,1153,41.814743837,OTHER,"(41.814743837, -87.693176418)",-87.693176418,1,DECEPTIVE PRACTICE,10-Feb-18 3:50:01 PM,12,1158757,1875733,2016
False,2411,075XX N MAPLEWOOD AVE,HZ483747,2,2016-10-21 19:00:00,OTHER OFFENSE,24,False,20,10725047,1780,42.018959084,RESIDENCE,"(42.018959084, -87.693296136)",-87.693296136,1,OFFENSE INVOLVING CHILDREN,10-Feb-18 3:50:01 PM,50,1158169,1950149,2016
True,1221,020XX W CHICAGO AVE,HZ483722,24,2016-10-21 18:16:00,RETAIL THEFT,12,False,06,10725048,860,41.895896023,GROCERY FOOD STORE,"(41.895896023, -87.677913394)",-87.677913394,1,THEFT,10-Feb-18 3:50:01 PM,1,1162692,1905336,2016
False,2423,014XX W GREENLEAF AVE,HZ483460,1,2016-10-20 16:00:00,$500 AND UNDER,24,False,06,10725049,820,42.01034291,NURSING HOME/RETIREMENT HOME,"(42.01034291, -87.66592922)",-87.66592922,1,THEFT,10-Feb-18 3:50:01 PM,49,1165630,1947066,2016
False,323,006XX E 71ST ST,HZ483617,69,2016-10-12 18:00:00,NON-AGGRAVATED,3,False,02,10725051,281,41.76581596,APARTMENT,"(41.76581596, -87.60907281)",-87.60907281,1,CRIM SEXUAL ASSAULT,10-Feb-18 3:50:01 PM,6,1181834,1858086,2016
False,411,075XX S STONY ISLAND AVE,HY189094,43,2015-03-14 03:30:00,SIMPLE,4,False,08B,10000337,460,41.757630995,HOSPITAL BUILDING/GROUNDS,"(41.757630995, -87.585708249)",-87.585708249,1,BATTERY,10-Feb-18 3:50:01 PM,8,1188234,1855158,2015
False,433,132XX S BRAINARD AVE,HY190216,55,2015-03-17 14:00:00,TO VEHICLE,4,False,14,10000345,1320,41.654537207,PARKING LOT/GARAGE(NON.RESID.),"(41.654537207, -87.55381118)",-87.55381118,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,10,1197277,1817669,2015
False,2432,067XX N GLENWOOD AVE,HY190229,1,2015-03-18 16:00:00,$500 AND UNDER,24,False,06,10000346,820,42.004740764,STREET,"(42.004740764, -87.66571183)",-87.66571183,1,THEFT,10-Feb-18 3:50:01 PM,40,1165705,1945025,2015
False,1834,0000X E GRAND AVE,HY190226,8,2014-12-15 16:00:00,CREDIT CARD FRAUD,18,False,11,10000348,1150,41.891694878,DEPARTMENT STORE,"(41.891694878, -87.626155832)",-87.626155832,1,DECEPTIVE PRACTICE,10-Feb-18 3:50:01 PM,42,1176796,1903917,2014
False,1533,051XX W MADISON ST,HY190222,25,2015-03-18 19:00:00,TO PROPERTY,15,False,14,10000354,1310,41.880385748,OTHER,"(41.880385748, -87.754007496)",-87.754007496,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,28,1142013,1899535,2015
False,1622,057XX N MANTON AVE,HY190207,11,2015-03-19 07:15:00,$500 AND UNDER,16,False,06,10000361,820,41.986511378,STREET,"(41.986511378, -87.769075949)",-87.769075949,1,THEFT,10-Feb-18 3:50:01 PM,45,1137655,1938180,2015
False,1225,003XX S DAMEN AVE,HY190214,28,2015-03-18 15:15:00,SIMPLE,12,False,08A,10000362,560,41.877161446,NURSING HOME/RETIREMENT HOME,"(41.877161446, -87.676536946)",-87.676536946,1,ASSAULT,10-Feb-18 3:50:01 PM,2,1163119,1898512,2015
False,1235,020XX S LOOMIS ST,HY190177,31,2015-03-18 18:30:00,TO VEHICLE,12,False,14,10000364,1320,41.854825243,STREET,"(41.854825243, -87.661231357)",-87.661231357,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,25,1167351,1890405,2015
False,1224,013XX W RANDOLPH ST,HY190228,28,2015-03-18 21:00:00,TO VEHICLE,12,False,14,10000366,1320,41.884090949,STREET,"(41.884090949, -87.659532917)",-87.659532917,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,27,1167730,1901073,2015
False,932,051XX S DAMEN AVE,HY190010,61,2015-03-18 17:01:00,SIMPLE,9,False,08B,10000372,460,41.801012898,OTHER,"(41.801012898, -87.674502123)",-87.674502123,1,BATTERY,10-Feb-18 3:50:01 PM,16,1163886,1870768,2015
False,432,094XX S EWING AVE,HY190186,52,2015-03-19 07:25:00,SIMPLE,4,False,08A,10000373,560,41.724509539,SIDEWALK,"(41.724509539, -87.537825938)",-87.537825938,1,ASSAULT,10-Feb-18 3:50:01 PM,10,1201410,1843206,2015
False,1831,0000X W KINZIE ST,HY190167,8,2015-03-18 07:51:00,OVER $500,18,False,06,10000374,810,41.88922516,PARKING LOT/GARAGE(NON.RESID.),"(41.88922516, -87.630193562)",-87.630193562,1,THEFT,10-Feb-18 3:50:01 PM,42,1175704,1903008,2015
False,1011,013XX S KOMENSKY AVE,HY190209,29,2015-03-18 22:00:00,TO PROPERTY,10,False,14,10000392,1310,41.863461605,RESIDENCE,"(41.863461605, -87.726314672)",-87.726314672,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,24,1149598,1893420,2015
True,322,001XX E 71ST ST,HY190178,69,2015-03-19 06:50:00,RETAIL THEFT,3,False,06,10000395,860,41.76559446,GAS STATION,"(41.76559446, -87.621050648)",-87.621050648,1,THEFT,10-Feb-18 3:50:01 PM,6,1178567,1857978,2015
False,312,063XX S EBERHART AVE,HY190193,42,2015-03-19 07:30:00,DOMESTIC BATTERY SIMPLE,3,True,08B,10000399,486,41.779678598,APARTMENT,"(41.779678598, -87.613195473)",-87.613195473,1,BATTERY,10-Feb-18 3:50:01 PM,20,1180667,1863128,2015
False,1723,038XX W LAWRENCE AVE,HY190170,14,2015-03-19 07:00:00,$500 AND UNDER,17,False,06,10000404,820,41.96828488,STREET,"(41.96828488, -87.724073979)",-87.724073979,1,THEFT,10-Feb-18 3:50:01 PM,39,1149937,1931622,2015
False,1632,033XX N NATOMA AVE,HY190232,17,2015-03-14 03:00:00,TO VEHICLE,16,False,14,10000420,1320,41.941436334,STREET,"(41.941436334, -87.79216311)",-87.79216311,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,36,1131482,1921714,2015
False,2514,031XX N MASON AVE,HY190203,19,2015-03-19 07:10:00,SIMPLE,25,False,08A,10000423,560,41.937355645,APARTMENT,"(41.937355645, -87.774963744)",-87.774963744,1,ASSAULT,10-Feb-18 3:50:01 PM,30,1136171,1920257,2015
False,624,077XX S GREENWOOD AVE,HM367521,69,2002-01-23 00:00:00,FINANCIAL ID THEFT: OVER $300,6,False,06,4755307,840,,APARTMENT,,,1,THEFT,17-Aug-15 3:03:40 PM,8,,,2002
True,1533,049XX W MONROE ST,HY190160,25,2015-03-19 05:09:00,POSS: HEROIN(WHITE),15,False,18,10000424,2024,41.879464607,APARTMENT,"(41.879464607, -87.748235993)",-87.748235993,1,NARCOTICS,10-Feb-18 3:50:01 PM,28,1143587,1899210,2015
False,322,069XX S PRAIRIE AVE,HY190233,69,2015-03-19 06:27:00,DOMESTIC BATTERY SIMPLE,3,True,08B,10000433,486,41.768957248,APARTMENT,"(41.768957248, -87.618564735)",-87.618564735,1,BATTERY,10-Feb-18 3:50:01 PM,6,1179235,1859209,2015
False,815,051XX S CICERO AVE,HY190236,56,2015-03-19 08:30:00,SIMPLE,8,True,08A,10000440,560,41.799724761,STREET,"(41.799724761, -87.74294722)",-87.74294722,1,ASSAULT,10-Feb-18 3:50:01 PM,23,1145227,1870163,2015
False,835,074XX S OAKLEY AVE,HY190200,66,2015-03-19 07:30:00,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,8,True,04B,10000441,497,41.758804447,RESIDENCE,"(41.758804447, -87.680538065)",-87.680538065,1,BATTERY,10-Feb-18 3:50:01 PM,18,1162357,1855375,2015
False,815,047XX S CICERO AVE,HY190213,56,2015-03-18 23:30:00,TO PROPERTY,8,False,14,10000447,1310,41.806627559,PARKING LOT/GARAGE(NON.RESID.),"(41.806627559, -87.74312593)",-87.74312593,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,23,1145161,1872678,2015
False,835,028XX W COLUMBUS AVE,HY190184,70,2015-03-19 06:57:00,VIOLATE ORDER OF PROTECTION,8,True,26,10000448,4387,41.754169124,OTHER,"(41.754169124, -87.694170838)",-87.694170838,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,18,1158650,1853658,2015
False,1634,053XX W ADDISON ST,HY190258,15,2015-03-18 10:00:00,AUTOMOBILE,16,False,07,10000451,910,41.945964568,OTHER,"(41.945964568, -87.759990305)",-87.759990305,1,MOTOR VEHICLE THEFT,10-Feb-18 3:50:01 PM,38,1140224,1923421,2015
False,1634,050XX W BELMONT AVE,HY189295,15,2015-03-18 09:30:00,ATTEMPT: STRONGARM-NO WEAPON,16,False,03,10000453,340,41.938755778,SIDEWALK,"(41.938755778, -87.752402574)",-87.752402574,1,ROBBERY,10-Feb-18 3:50:01 PM,30,1142306,1920808,2015
False,1423,012XX N MAPLEWOOD AVE,HY190278,24,2015-03-16 21:00:00,$500 AND UNDER,14,False,06,10000456,820,41.903644142,STREET,"(41.903644142, -87.690738955)",-87.690738955,1,THEFT,10-Feb-18 3:50:01 PM,26,1159179,1908133,2015
False,2522,023XX N TRIPP AVE,HY190255,20,2015-03-19 07:30:00,AUTOMOBILE,25,False,07,10000458,910,41.923150324,STREET,"(41.923150324, -87.732852168)",-87.732852168,1,MOTOR VEHICLE THEFT,10-Feb-18 3:50:01 PM,31,1147665,1915158,2015
False,1431,024XX N CAMPBELL AVE,HY190256,22,2015-03-16 20:00:00,$500 AND UNDER,14,False,06,10000459,820,41.925934815,STREET,"(41.925934815, -87.690122118)",-87.690122118,1,THEFT,10-Feb-18 3:50:01 PM,1,1159286,1916257,2015
False,1414,031XX W PALMER BLVD,HY190271,22,2015-03-01 17:00:00,$500 AND UNDER,14,False,06,10000461,820,41.920671283,STREET,"(41.920671283, -87.705974981)",-87.705974981,1,THEFT,10-Feb-18 3:50:01 PM,35,1154986,1914307,2015
False,1921,037XX N LEAVITT ST,HY190254,5,2015-03-18 09:00:00,FINANCIAL IDENTITY THEFT $300 AND UNDER,19,False,11,10000464,1154,41.948921351,RESIDENCE,"(41.948921351, -87.683469047)",-87.683469047,1,DECEPTIVE PRACTICE,10-Feb-18 3:50:01 PM,47,1161033,1924647,2015
False,1834,007XX N MICHIGAN AVE,HY190234,8,2014-12-15 16:30:00,CREDIT CARD FRAUD,18,False,11,10000465,1150,41.895140898,DEPARTMENT STORE,"(41.895140898, -87.624255632)",-87.624255632,1,DECEPTIVE PRACTICE,10-Feb-18 3:50:01 PM,42,1177303,1905177,2014
False,824,058XX S RICHMOND ST,HY190168,63,2015-03-19 05:10:00,AUTOMOBILE,8,False,07,10000466,910,41.787471997,STREET,"(41.787471997, -87.697283277)",-87.697283277,1,MOTOR VEHICLE THEFT,10-Feb-18 3:50:01 PM,14,1157711,1865787,2015
False,1632,035XX N NEENAH AVE,HY190163,17,2015-03-14 08:00:00,TO VEHICLE,16,False,14,10000468,1320,41.944705219,STREET,"(41.944705219, -87.789948362)",-87.789948362,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,36,1132077,1922909,2015
False,1925,032XX N BROADWAY,HY190223,6,2015-03-18 13:30:00,RETAIL THEFT,19,False,06,10000471,860,41.940318272,DRUG STORE,"(41.940318272, -87.644408194)",-87.644408194,1,THEFT,10-Feb-18 3:50:01 PM,44,1171684,1921595,2015
False,414,078XX S OGLESBY AVE,HY190217,43,2015-02-12 09:00:00,TELEPHONE THREAT,4,False,26,10000472,2820,41.752853763,RESIDENCE,"(41.752853763, -87.567465245)",-87.567465245,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,7,1193227,1853461,2015
False,1532,002XX N LAVERGNE AVE,HY190204,25,2015-03-19 07:59:00,SIMPLE,15,True,08A,10000473,560,41.884807342,SIDEWALK,"(41.884807342, -87.75033191)",-87.75033191,1,ASSAULT,10-Feb-18 3:50:01 PM,28,1143003,1901153,2015
False,1811,020XX N MAGNOLIA AVE,HY190206,7,2015-03-19 08:00:00,TO VEHICLE,18,False,14,10000474,1320,41.919002716,STREET,"(41.919002716, -87.659467066)",-87.659467066,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,43,1167648,1913795,2015
False,1532,002XX N LEAMINGTON AVE,HY190301,25,2015-03-19 00:01:00,TO VEHICLE,15,False,14,10000475,1320,41.884883608,STREET,"(41.884883608, -87.754014605)",-87.754014605,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,28,1142000,1901174,2015
False,211,004XX E 34TH ST,HY190294,35,2015-03-10 15:30:00,SIMPLE,2,False,08B,10000477,460,41.833139425,GROCERY FOOD STORE,"(41.833139425, -87.615319213)",-87.615319213,1,BATTERY,10-Feb-18 3:50:01 PM,4,1179925,1882604,2015
True,1622,060XX W GUNNISON ST,HY189958,11,2015-03-18 21:35:00,LIQUOR LICENSE VIOLATION,16,False,22,10000489,2250,41.968528173,BAR OR TAVERN,"(41.968528173, -87.778559988)",-87.778559988,1,LIQUOR LAW VIOLATION,10-Feb-18 3:50:01 PM,45,1135119,1931610,2015
False,624,005XX E 77TH ST,HY190279,69,2015-03-18 21:30:00,$500 AND UNDER,6,False,06,10000513,820,41.754820587,STREET,"(41.754820587, -87.611853518)",-87.611853518,1,THEFT,10-Feb-18 3:50:01 PM,6,1181109,1854073,2015
False,631,082XX S ELLIS AVE,HY190259,44,2014-11-15 12:00:00,TELEPHONE THREAT,6,True,26,10000517,2820,41.745171682,APARTMENT,"(41.745171682, -87.600158569)",-87.600158569,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,8,1184330,1850584,2014
False,621,004XX W 80TH ST,HY190240,44,2015-02-04 13:07:00,UNLAWFUL INTERFERE/VISITATION,6,True,26,10000524,4255,41.748943754,"SCHOOL, PUBLIC, BUILDING","(41.748943754, -87.635189547)",-87.635189547,1,KIDNAPPING,10-Feb-18 3:50:01 PM,21,1174759,1851879,2015
False,1912,045XX N PAULINA ST,HY190281,3,2015-02-11 08:00:00,CREDIT CARD FRAUD,19,False,11,10000536,1150,41.964014013,RESIDENCE,"(41.964014013, -87.670898781)",-87.670898781,1,DECEPTIVE PRACTICE,10-Feb-18 3:50:01 PM,47,1164410,1930173,2015
False,624,077XX S EBERHART AVE,HY190305,69,2015-03-19 09:54:00,OVER $500,6,False,06,10000543,810,41.753812427,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,"(41.753812427, -87.612568465)",-87.612568465,1,THEFT,10-Feb-18 3:50:01 PM,6,1180917,1853704,2015
False,1133,038XX W GRENSHAW ST,HY190165,29,2015-03-18 21:00:00,FORCIBLE ENTRY,11,False,05,10000548,610,41.867123593,RESIDENCE-GARAGE,"(41.867123593, -87.721360419)",-87.721360419,1,BURGLARY,10-Feb-18 3:50:01 PM,24,1150938,1894764,2015
False,2223,087XX S EMERALD AVE,HY190310,71,2015-03-18 09:00:00,TELEPHONE THREAT,22,True,26,10000554,2820,41.735295836,RESIDENCE,"(41.735295836, -87.642375582)",-87.642375582,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,21,1172838,1846890,2015
False,2514,055XX W BELMONT AVE,HY190295,19,2015-03-19 09:30:00,OVER $500,25,False,06,10000556,810,41.938593616,PARKING LOT/GARAGE(NON.RESID.),"(41.938593616, -87.764963064)",-87.764963064,1,THEFT,10-Feb-18 3:50:01 PM,30,1138889,1920726,2015
False,835,085XX S ROCKWELL ST,HY190270,70,2015-03-19 01:00:00,TO VEHICLE,8,False,14,10000557,1320,41.737477354,DRIVEWAY - RESIDENTIAL,"(41.737477354, -87.688122304)",-87.688122304,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,18,1160346,1847588,2015
False,921,028XX W POPE JOHN PAUL II DR,HY190306,58,2015-03-18 15:05:00,SIMPLE,9,False,08A,10000560,560,41.815533722,"SCHOOL, PUBLIC, GROUNDS","(41.815533722, -87.695065116)",-87.695065116,1,ASSAULT,10-Feb-18 3:50:01 PM,12,1158240,1876017,2015
False,1112,009XX N HARDING AVE,HY190308,23,2015-03-19 09:10:00,DOMESTIC BATTERY SIMPLE,11,True,08B,10000561,486,41.897793069,RESIDENCE,"(41.897793069, -87.724931802)",-87.724931802,1,BATTERY,10-Feb-18 3:50:01 PM,27,1149886,1905933,2015
False,512,003XX W 106TH PL,HY190239,49,2015-03-19 07:55:00,DOMESTIC BATTERY SIMPLE,5,False,08B,10000566,486,41.700680418,RESIDENCE,"(41.700680418, -87.63174238)",-87.63174238,1,BATTERY,10-Feb-18 3:50:01 PM,34,1175843,1834300,2015
True,1533,048XX W MONROE ST,HY190319,25,2015-03-19 09:50:00,POSS: CANNABIS 30GMS OR LESS,15,False,18,10000572,1811,41.879485593,SIDEWALK,"(41.879485593, -87.746432819)",-87.746432819,1,NARCOTICS,10-Feb-18 3:50:01 PM,28,1144078,1899221,2015
False,1813,018XX N HUDSON AVE,HY190292,7,2015-03-17 11:00:00,$500 AND UNDER,18,False,06,10000573,820,41.915222862,STREET,"(41.915222862, -87.639931215)",-87.639931215,1,THEFT,10-Feb-18 3:50:01 PM,43,1172976,1912460,2015
True,1634,032XX N LECLAIRE AVE,HY190318,15,2015-03-19 07:30:00,DOMESTIC BATTERY SIMPLE,16,True,08B,10000586,486,41.939898633,"SCHOOL, PUBLIC, BUILDING","(41.939898633, -87.754281422)",-87.754281422,1,BATTERY,10-Feb-18 3:50:01 PM,30,1141792,1921221,2015
False,114,002XX N COLUMBUS DR,HY190297,32,2015-03-15 07:30:00,FROM BUILDING,1,False,06,10000588,890,41.886337253,HOTEL/MOTEL,"(41.886337253, -87.620687893)",-87.620687893,1,THEFT,10-Feb-18 3:50:01 PM,42,1178301,1901977,2015
False,611,018XX W 80TH ST,HY190339,71,2015-03-17 09:45:00,SIMPLE,6,False,08B,10000591,460,41.748465764,"SCHOOL, PUBLIC, GROUNDS","(41.748465764, -87.668894176)",-87.668894176,1,BATTERY,10-Feb-18 3:50:01 PM,18,1165563,1851632,2015
False,1234,018XX W 19TH ST,HY190287,31,2015-03-19 01:10:00,AUTOMOBILE,12,False,07,10000594,910,41.855885555,STREET,"(41.855885555, -87.67228376)",-87.67228376,1,MOTOR VEHICLE THEFT,10-Feb-18 3:50:01 PM,25,1164337,1890768,2015
False,1633,054XX W IRVING PARK RD,HY190303,15,2015-03-18 12:20:00,FROM BUILDING,16,False,06,10000613,890,41.953232117,MEDICAL/DENTAL OFFICE,"(41.953232117, -87.762917679)",-87.762917679,1,THEFT,10-Feb-18 3:50:01 PM,38,1139410,1926064,2015
True,1135,028XX W LEXINGTON ST,HY134412,27,2015-01-30 16:57:39,UNLAWFUL POSS OF HANDGUN,11,False,15,10000617,,41.871964663,STREET,"(41.871964663, -87.696662932)",-87.696662932,1,WEAPONS VIOLATION,10-Feb-18 3:50:01 PM,2,1157652,1896577,2015
False,1135,024XX W FILLMORE ST,HY190345,28,2015-03-13 20:15:00,AUTOMOBILE,11,False,07,10000618,910,41.868416856,STREET,"(41.868416856, -87.687416777)",-87.687416777,1,MOTOR VEHICLE THEFT,10-Feb-18 3:50:01 PM,28,1160180,1895303,2015
False,2515,052XX W GRAND AVE,HY190274,19,2015-03-18 13:00:00,ARMED: HANDGUN,25,False,03,10000620,,41.916994219,CTA BUS STOP,"(41.916994219, -87.756244795)",-87.756244795,1,ROBBERY,10-Feb-18 3:50:01 PM,37,1141314,1912871,2015
False,1024,035XX W CERMAK RD,HY190252,29,2015-03-19 08:00:00,TO VEHICLE,10,False,14,10000624,1320,41.85168661,STREET,"(41.85168661, -87.713076519)",-87.713076519,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,24,1153235,1889155,2015
True,1124,028XX W WILCOX ST,HY172353,27,2015-03-05 06:35:00,CRIMINAL DRUG CONSPIRACY,11,False,18,10000628,2050,41.879241873,RESIDENCE,"(41.879241873, -87.697556449)",-87.697556449,1,NARCOTICS,10-Feb-18 3:50:01 PM,2,1157389,1899227,2015
False,2013,014XX W BRYN MAWR AVE,HY190218,77,2015-03-19 07:56:00,SIMPLE,20,False,08B,10000629,460,41.983537345,"SCHOOL, PUBLIC, GROUNDS","(41.983537345, -87.665874544)",-87.665874544,1,BATTERY,10-Feb-18 3:50:01 PM,48,1165721,1937298,2015
False,2013,055XX N MAGNOLIA AVE,HY189098,77,2015-03-18 10:15:00,TO LAND,20,False,26,10000633,1330,41.982456946,"SCHOOL, PRIVATE, BUILDING","(41.982456946, -87.661310438)",-87.661310438,1,CRIMINAL TRESPASS,10-Feb-18 3:50:01 PM,48,1166965,1936914,2015
False,2013,014XX W BRYN MAWR AVE,HY190199,77,2015-03-18 16:00:00,TO STATE SUP PROP,20,False,14,10000636,1340,41.983537345,"SCHOOL, PUBLIC, GROUNDS","(41.983537345, -87.665874544)",-87.665874544,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,48,1165721,1937298,2015
False,1135,029XX W CONGRESS PKWY,HY190262,27,2015-03-19 08:45:00,TO VEHICLE,11,False,14,10000646,1320,41.874402916,STREET,"(41.874402916, -87.700383936)",-87.700383936,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,2,1156632,1897458,2015
True,511,096XX S MICHIGAN AVE,HY190340,49,2015-03-19 08:00:00,SIMPLE,5,False,08B,10000647,460,41.71902307,"SCHOOL, PUBLIC, BUILDING","(41.71902307, -87.620528559)",-87.620528559,1,BATTERY,10-Feb-18 3:50:01 PM,6,1178850,1841009,2015
True,1533,051XX W MADISON ST,HY190360,25,2015-03-19 10:30:00,POSS: CANNABIS 30GMS OR LESS,15,False,18,10000648,1811,41.88038163,SIDEWALK,"(41.88038163, -87.75427927)",-87.75427927,1,NARCOTICS,10-Feb-18 3:50:01 PM,28,1141939,1899533,2015
False,412,088XX S BLACKSTONE AVE,HY190370,48,2015-01-28 08:00:00,TO VEHICLE,4,False,14,10000654,1320,41.734380183,STREET,"(41.734380183, -87.588077291)",-87.588077291,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,8,1187661,1846680,2015
False,1432,020XX N LEAVITT ST,HY190342,22,2015-03-14 14:00:00,FORCIBLE ENTRY,14,False,05,10000662,610,41.919473537,APARTMENT,"(41.919473537, -87.682573759)",-87.682573759,1,BURGLARY,10-Feb-18 3:50:01 PM,32,1161358,1913918,2015
False,1111,042XX W AUGUSTA BLVD,HY190391,23,2015-02-01 13:00:00,$500 AND UNDER,11,False,06,10000664,820,41.898922542,RESIDENCE PORCH/HALLWAY,"(41.898922542, -87.732006633)",-87.732006633,1,THEFT,10-Feb-18 3:50:01 PM,37,1147957,1906331,2015
True,311,060XX S DR MARTIN LUTHER KING JR DR,HY190375,40,2015-03-19 10:40:00,PAROLE VIOLATION,3,False,26,10000666,4625,41.784801626,SIDEWALK,"(41.784801626, -87.615737796)",-87.615737796,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,20,1179958,1864989,2015
False,1512,001XX N PARKSIDE AVE,HY190347,25,2015-02-28 20:00:00,$500 AND UNDER,15,False,06,10000668,820,41.883245043,RESIDENCE,"(41.883245043, -87.766614303)",-87.766614303,1,THEFT,10-Feb-18 3:50:01 PM,29,1138573,1900554,2015
False,324,073XX S DANTE AVE,HY190235,43,2015-03-19 08:40:00,VEHICLE TITLE/REG OFFENSE,3,False,26,10000678,,41.761517881,STREET,"(41.761517881, -87.589661989)",-87.589661989,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,5,1187143,1856565,2015
True,831,035XX W 71ST ST,HY190286,66,2015-03-19 07:00:00,DOMESTIC BATTERY SIMPLE,8,False,08B,10000681,486,41.764251917,RESIDENCE,"(41.764251917, -87.711716396)",-87.711716396,1,BATTERY,10-Feb-18 3:50:01 PM,18,1153836,1857297,2015
False,1135,028XX W POLK ST,HY190416,27,2015-03-09 08:00:00,AGG CRIMINAL SEXUAL ABUSE,11,False,17,10000682,1562,41.871051124,RESIDENCE,"(41.871051124, -87.697211719)",-87.697211719,1,SEX OFFENSE,10-Feb-18 3:50:01 PM,2,1157505,1896243,2015
False,211,032XX S CALUMET AVE,HY190392,35,2015-03-19 09:30:00,SIMPLE,2,False,08B,10000692,460,41.836126824,"SCHOOL, PUBLIC, BUILDING","(41.836126824, -87.618221478)",-87.618221478,1,BATTERY,10-Feb-18 3:50:01 PM,2,1179125,1883686,2015
False,1115,040XX W MADISON ST,HY189097,26,2015-03-18 10:20:00,TO CITY OF CHICAGO PROPERTY,11,False,14,10000693,1345,41.880717301,STREET,"(41.880717301, -87.72628358)",-87.72628358,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,28,1149562,1899708,2015
True,1834,006XX N RUSH ST,HY190407,8,2015-03-19 11:00:00,TO LAND,18,False,26,10000697,1330,41.892722047,OTHER,"(41.892722047, -87.625398921)",-87.625398921,1,CRIMINAL TRESPASS,10-Feb-18 3:50:01 PM,42,1176999,1904293,2015
False,211,032XX S CALUMET AVE,HY190323,35,2015-03-11 12:00:00,SIMPLE,2,False,08B,10000698,460,41.836126824,"SCHOOL, PUBLIC, GROUNDS","(41.836126824, -87.618221478)",-87.618221478,1,BATTERY,10-Feb-18 3:50:01 PM,2,1179125,1883686,2015
False,1511,056XX W CHICAGO AVE,HY190422,25,2015-03-19 10:55:00,SIMPLE,15,False,08B,10000699,460,41.894848727,SIDEWALK,"(41.894848727, -87.765707358)",-87.765707358,1,BATTERY,10-Feb-18 3:50:01 PM,29,1138792,1904784,2015
False,1533,049XX W ADAMS ST,HY190395,25,2015-03-12 12:00:00,FROM BUILDING,15,False,06,10000700,890,41.878560575,OTHER,"(41.878560575, -87.748005559)",-87.748005559,1,THEFT,10-Feb-18 3:50:01 PM,28,1143652,1898881,2015
